common_name,sci_name,method,chem,cen_hardness,hardness,cen_value,value,cen_normalized_value,normalzed_value,2001_smav,2016_smav,reference,other_info,hardness_meta,value_meta,normalized_value_meta
Cladoceran,Daphnia magna,"S, M",Cadmiumchloride,,170,,63,,37.47,,,Ward and Robinson 2005,(≤ 24 hr; Source 6),,,
Cladoceran,Daphnia magna,"S, M",Cadmiumchloride,,170,,100,,59.48,,,Ward and Robinson 2005,(≤ 24 hr; Source 7),,,
Cladoceran,Daphnia magna,"S, M",Cadmiumchloride,,170,>,120,>,71.37,,,Ward and Robinson 2005,(≤ 24 hr; Source 8),,,
Cladoceran ,Daphnia magna,"S, M",Cadmiumchloride,,40,,101.2,,248.1,,,Shaw et al. 2006,(<24 hr),,,
Cladoceran ,Daphnia magna,"S, U",Cadmiumchloride,,44,,3,,6.7,,,Yim et al. 2006,"(neonate, <24 hr)",,,
Cladoceran ,Daphnia magna,"S, U",Cadmiumchloride,,150,,4,,2.689,,,Yim et al. 2006,"(neonate, <24 hr)",,,
Cladoceran ,Daphnia magna,"S, M",Cadmiumchloride,,,,41.1,,NA ,,,Jemec et al. 2007,(<24 hr),,,
Cladoceran ,Daphnia magna,"S, U",Cadmiumchloride,,93,,318.76,,342.2,,,Mohammed 2007,"(neonate, <24 hr)",,,
Cladoceran ,Daphnia magna,"S, M",Cadmiumchloride,,240,,77.6,,32.91,,,Xie et al. 2007,"(neonate, <24 hr)",,,
Cladoceran ,Daphnia magna,"S, U",Cadmiumchloride,,170,,79.05,,47.02,,,Ferreira et al. 2008a,(<24 hr),,,
Cladoceran ,Daphnia magna,"S, M",Cadmiumchloride,,,,250,,NA ,,,Haap and Kohler 2009,"(<24 hr, clone O)",,,
Cladoceran ,Daphnia magna,"S, M",Cadmiumchloride,,,,260,,NA ,,,Haap and Kohler 2009,"(<24 hr, clone E)",,,
Cladoceran ,Daphnia magna,"S, M",Cadmiumchloride,,,,285,,NA ,,,Haap and Kohler 2009,"(<24 hr, clone R)",,,
Cladoceran ,Daphnia magna,"S, M",Cadmiumchloride,,,,320,,NA ,,,Haap and Kohler 2009,"(<24 hr, clone F)",,,
Cladoceran ,Daphnia magna,"S, M",Cadmiumchloride,,,,355,,NA ,,,Haap and Kohler 2009,"(<24 hr, clone X)",,,
Cladoceran ,Daphnia magna,"S, M",Cadmiumchloride,,,,550,,NA ,,,Haap and Kohler 2009,"(<24 hr, clone K)",,,
Cladoceran ,Daphnia magna,"S, U",Cadmiumchloride,,85,,19.87,,23.29,,,Kim et al. 2009,(<24 hr),(80-90),,
Cladoceran ,Daphnia magna,"S, U",,,170,,571.5,,339.9,,,Perez and Beiras 2010,(<24 hr),(160-180),,
Cladoceran ,Daphnia magna,"S, U",Cadmiumchloride,,170,,20.1,,11.95,,,Loureiro et al. 2011,(<24 hr),,,
Cladoceran ,Daphnia magna,"S, U",Cadmiumchloride,,0.46,,7.5,,NA ,,,Tan and Wang 2011,(7 d),(pH=8.1),,
Cladoceran ,Daphnia magna,"S, U",Cadmiumchloride,,19,,14.2,,NA ,,,Tan and Wang 2011,(7 d),(pH=8.1),,
Cladoceran ,Daphnia magna,"S, U",Cadmiumchloride,,192,,24.8,,NA ,,,Tan and Wang 2011,(7 d),(pH=8.1),,
Cladoceran ,Daphnia magna,"S, U",Cadmiumchloride,,19,>,170,,NA ,,,Tan and Wang 2011,(7 d),(pH=5.8),,
Cladoceran ,Daphnia magna,"S, U",Cadmiumchloride,,19,,46.2,,NA ,,,Tan and Wang 2011,(7 d),(pH=7.0),,
Cladoceran ,Daphnia magna,"S, U",Cadmiumchloride,,19,,17.5,,NA ,27.14,40.62,Tan and Wang 2011,(7 d),(pH=8.2),,
Cladoceran ,Daphnia pulex,"S, U",Cadmiumnitrate,,,,90.23,,NA ,,,Canton and Adema 1978,(<24 hr),,,
Cladoceran ,Daphnia pulex,"S, M",Cadmiumchloride,,65,,62,,94.51,,,Niederlehner 1984,(neonate),,,
Cladoceran,Daphnia pulex,"S, U",Cadmiumchloride,,240,,319,,135.4,,,Elnabarawy et al. 1986,"(1st instar larva, <24 hr)",,,
Cladoceran ,Daphnia pulex,"S, U",Cadmiumchloride,,120,,80,,66.91,,,Hall et al. 1986,(<24 hr),,,
Cladoceran ,Daphnia pulex,"S, M",Cadmiumchloride,,53.5,,70.1,,129.3,,,Stackhouse and Benson1988,(<24 hr),,,
Cladoceran ,Daphnia pulex,"S, M",Cadmiumchloride,,40,,44.96,,110.2,,,Shaw et al. 2006,(≤ 24 hr),,,
Cladoceran ,Daphnia pulex,"S, M","Cadmiumreferencestandard",,17,,16.86,,95.53,,,Clifford 2009; Clifford andMcGeer 2010,(<24 hr),,,
Cladoceran ,Daphnia pulex,"S, M","Cadmiumreferencestandard",,24,,23.61,,95.43,,,Clifford 2009; Clifford andMcGeer 2010,(<24 hr),,,
Cladoceran ,Daphnia pulex,"S, M","Cadmiumreferencestandard",,30,,46.09,,149.7,,,Clifford 2009; Clifford andMcGeer 2010,(<24 hr),,,
Cladoceran ,Daphnia pulex,"S, M","Cadmiumreferencestandard",,47,,24.73,,51.78,,,Clifford 2009; Clifford andMcGeer 2010,(<24 hr),,,
Cladoceran ,Daphnia pulex,"S, M","Cadmiumreferencestandard",,67.1,,71.94,,106.3,,,Clifford 2009; Clifford andMcGeer 2010,(<24 hr),,,
Cladoceran ,Daphnia pulex,"S, M","Cadmiumreferencestandard",,119,,116.9,,98.59,,,Clifford 2009; Clifford andMcGeer 2010,(<24 hr),,,
Cladoceran ,Daphnia pulex,"S, M","Cadmiumreferencestandard",,175,,155.1,,89.68,,,Clifford 2009; Clifford andMcGeer 2010,(<24 hr),,,
Cladoceran ,Daphnia pulex,"S, M","Cadmiumreferencestandard",,19,,26.98,,137.1,,,Clifford 2009; Clifford andMcGeer 2010,(<24 hr),,,
Cladoceran ,Daphnia pulex,"S, M","Cadmiumreferencestandard",,32,,46.09,,140.6,,,Clifford 2009; Clifford andMcGeer 2010,(<24 hr),,,
Cladoceran ,Daphnia pulex,"S, M","Cadmiumreferencestandard",,66.9,,70.82,,104.9,,,Clifford 2009; Clifford andMcGeer 2010,(<24 hr),,,
Cladoceran ,Daphnia pulex,"S, M","Cadmiumreferencestandard",,112,,89.93,,80.47,,,Clifford 2009; Clifford andMcGeer 2010,(<24 hr),,,
Cladoceran ,Daphnia pulex,"S, M","Cadmiumreferencestandard",,158,,68.57,,43.81,,,Clifford 2009; Clifford andMcGeer 2010,(<24 hr),,,
Cladoceran ,Daphnia pulex,"S, M","Cadmiumreferencestandard",,32,,46.09,,140.6,,,Clifford 2009; Clifford andMcGeer 2010,(<24 hr),,,
Cladoceran ,Daphnia pulex,"S, M","Cadmiumreferencestandard",,32,,33.72,,102.9,,,Clifford 2009; Clifford andMcGeer 2010,(<24 hr),,,
Cladoceran ,Daphnia pulex,"S, M","Cadmiumreferencestandard",,32,,42.72,,130.3,,,Clifford 2009; Clifford andMcGeer 2010,(<24 hr),,,
Cladoceran ,Daphnia pulex,"S, M","Cadmiumreferencestandard",,32,,46.09,,140.6,,,Clifford 2009; Clifford andMcGeer 2010,(<24 hr),,,
Cladoceran ,Daphnia pulex,"S, M","Cadmiumreferencestandard",,32,,52.83,,161.2,,,Clifford 2009; Clifford andMcGeer 2010,(<24 hr),,,
Cladoceran ,Daphnia pulex,"S, M","Cadmiumreferencestandard",,32,,43.84,,133.7,,,Clifford 2009; Clifford andMcGeer 2010,(<24 hr),,,
Cladoceran ,Daphnia pulex,"S, M","Cadmiumreferencestandard",,32,,48.34,,147.4,,,Clifford 2009; Clifford andMcGeer 2010,(<24 hr),,,
Cladoceran ,Daphnia pulex,"S, M","Cadmiumreferencestandard",,32,,73.07,,222.9,,,Clifford 2009; Clifford andMcGeer 2010,(<24 hr),,,
Cladoceran ,Daphnia pulex,"S, M","Cadmiumreferencestandard",,32,,52.83,,161.2,93.77,109.2,Clifford 2009; Clifford andMcGeer 2010,(<24 hr),,,
Cladoceran ,Daphnia similis,"S, M",Cadmiumnitrate,,44,,57.89,,129.3,,129.3,Rodgher et al. 2010,(<24 hr),,,
Copepod ,Diaptomus forbesi,"S, U",Cadmiumchloride,,185,,"5,700",,"3,121",,"3,121",Ghosal and Kaviraj 2002,(0.58 mm),,,
Isopod,"Caecidotea bicrenata","F, M",Cadmiumchloride,,220,,"2,129",,983.8,955,983.8,Bosnak and Morgan 1981,"(formerly, Asellus bicrenata)",,,
Amphipod ,Crangonyx pseudogracilis,"R, U",Cadmiumchloride,,50,,"1,700",,"3,350","3,439","3,350",Martin and Holdich 1986,(4 mm),,,
Amphipod,Hyalella azteca,"S, M",Cadmiumchloride,,34,,8,,23,,23,Nebeker et al. 1986b,(large juvenile & young adult),,,
Prawn ,Macrobrachium rosenbergii,"R, U",Cadmiumchloride,,,,36.12,,,,eNA,Sowdeswari et al. 2012,(post larva),,,
Crayfish ,Orconectes immunis,"F, M",Cadmiumchloride,,44.4,>,"10,200",>,"22,579",">23,281",">22,579",Phipps and Holcombe1985,"(adult, 1.8 g)",,,
Crayfish ,Orconectes juvenilis,"R, M",Cadmiumchloride,,44.1,,"2,440",,"5,437",,,Wigginton and Birge 2007,"(adult, 4.58 g)",,,
Crayfish ,Orconectes juvenilis,"R, M",Cadmiumchloride,,44,,60,,134,,134,Wigginton 2005;Wigginton and Birge 2007,"(3rd-5th instar, 0.2g)",,,
Crayfish ,Orconectes placidus,"R, M",Cadmiumchloride,,44.1,,487,,"1,085",,,Wigginton and Birge 2007,"(adult, 7.06 g)",,,
Crayfish ,Orconectes placidus,"R, M",Cadmiumchloride,,54.6,,37,,66.89,,66.89,Wigginton 2005;Wigginton and Birge 2007,"(3rd-5th instar, 0.2g)",,,
Crayfish ,Orconectes virilis,"R, M",Cadmiumchloride,,42.5,,"3,300",,"7,625","23,988","22,800",Wigginton and Birge 2007,"(adult, 12.8 g)",,,
Crayfish ,Procambarus acutus,"R, M",Cadmiumchloride,,44.5,,368,,812.8,,812.8,Wigginton and Birge 2007,"(adult, 15.5 g)",,,
Crayfish ,Procambarus alleni,"R, M",Cadmiumchloride,,45.8,,"3,070",,"6,592",,"6,592",Wigginton and Birge 2007,"(adult, 5.14 g)",,,
Red swamp crayfish,Procambarus clarkii,"S, M",Cadmiumchloride,,30,,"1,040",,"3,379",,,Naqvi and Howell 1993,(juvenile),,,
Red swamp crayfish,Procambarus clarkii,"R, M",Cadmiumchloride,,52.9,,"2,660",,"4,960",,,Wigginton and Birge 2007,"(adult, 18.5 g)",,,
Red swamp crayfish,Procambarus clarkii,"R, M",Cadmiumchloride,,42.1,,624,,"1,455","3,536","1,455",Wigginton 2005;Wigginton and Birge 2007,"(3rd to 5th instar, 0.02 g)",,,
Mayfly,Drunella grandis grandis,"F, M",Cadmiumchloride,,,,"28,000",,,NA (e),NA (e),Clubb et al. 1975,"(formerly,Ephemerella grandis grandis)",,,
Mayfly ,Hexagenia rigida,"S, M",Cadmium,,79.1,,"6,200",,"7,798",,"7,798",Leonhard et al. 1980,"(nymph, 24 mm)",,,
Mayfly ,Rhithrogena hageni,"F, M",Cadmiumsulfate,,48,,"10,794",,"22,138",,"22,138","Brinkman and Vieira 2007;Brinkman and Johnston2008",(nymph),,,
Midge ,Culicoides furens,"S, U",,,,,300,,,,,Vedamanikam and Shazilli2008a,(larva),,,
Midge ,Culicoides furens,"S, M",Cadmiumchloride,,,,245.2,,,,,Vedamanikam and Shazilli2008b,(larva),(35oC),,
Midge ,Culicoides furens,"S, M",Cadmiumchloride,,,,245.2,,,,,Vedamanikam and Shazilli2008b,(larva),(25oC),,
Midge ,Culicoides furens,"S, M",Cadmiumchloride,,,,183.9,,,,eNA,Vedamanikam and Shazilli2008b,(larva),(10oC),,
Midge ,Chironomus plumosus,"S, U",Cadmiumchloride,,80,,"12,700",,"15,798",,,"Fargasova 2001, 2003",(3rd-4th instar larva),,,
Midge ,Chironomus plumosus,"S, U",,,,,400,,NA ,,,Vedamanikam and Shazilli2008a,(larva),,,
Midge ,Chironomus plumosus,"S, M",Cadmiumchloride,,,,367.8,,NA ,,,Vedamanikam and Shazilli2008b,(larva),(35oC),,
Midge ,Chironomus plumosus,"S, M",Cadmiumchloride,,,,245.2,,NA ,,,Vedamanikam and Shazilli2008b,(larva),(25oC),,
Midge ,Chironomus plumosus,"S, M",Cadmiumchloride,,,,183.9,,NA ,,"15,798",Vedamanikam and Shazilli2008b,(larva),(10oC),,
Midge ,Chironomus riparius,"F, M",,,152,>,"229,500",>,"152,301",,,Williams et al. 1985,(10-12 mm),,,
Midge ,Chironomus riparius,"R, M",Cadmiumchloride,,124,,"140,000",,"113,398",,,Pascoe et al. 1990,(4th instar larva),,,
Midge ,Chironomus riparius,"S, U",Cadmiumchloride,,170,,"128,840",,"76,629",,,Lee et al. 2006a,(3rd instar larva),(160-180),,
Midge ,Chironomus riparius,"S, M",Cadmiumnitrate,,10,,"331,000",,"3,152,504",,,Gillis and Wood 2008,(3rd-4th instar larva),,,
Midge ,Chironomus riparius,"S, M",Cadmiumnitrate,,140,,"1,106,000",,"795,496","195,967",">152,301",Gillis and Wood 2008,(3rd-4th instar larva),,,
Bryozoa ,Lophopodella carteri,"S, U",,,205,,150,,74.28,72.29,74.28,Pardue and Wood 1980,(ancenstrulae 2-3 d),,,
Bryozoa ,Plumatella emarginata,"S, U",,,205,,"1,090",,539.7,525.3,539.7,Pardue and Wood 1980,(ancenstrulae 2-3 d),,,
Westslope cutthroat trout,Oncorhynchus clarkii lewisi,"R, M",Cadmiumchloride,,21,,"0.9663",,4.452,,,Mebane et al. 2012,(young of the year),,(0.94 reported dissolved),
Rio Grande cutthroat trout,"Oncorhynchus clarkiivirginalis","F, M",Cadmiumsulfate,,44.9,,"2.467",,5.401,,5.401,Brinkman 2012,"(fry, 0.26 g)",,(2.40 reported dissolved),
Coho salmon ,Oncorhynchus kisutch,"F, M",Cadmiumchloride,,22,,17.5,,77.03,,,Chapman 1975,(adult),,,
Coho salmon ,Oncorhynchus kisutch,"F, M",Cadmiumchloride,,22,,2.7,,11.88,,,Chapman 1975,(parr),,,
Coho salmon ,Oncorhynchus kisutch,"S, U",Cadmium,,90,,10.4,,11.53,,,Lorz et al. 1978,(yearling),,,
Coho salmon ,Oncorhynchus kisutch,"S, U",Cadmiumchloride,,41,,3.4,,8.137,12.58,11.88,Buhl and Hamilton 1991,(juvenile),,,
Rainbow trout ,Oncorhynchus mykiss,"F, U",,,,,0.95,,,,,Chapman 1973,(4 mo.),,,
Rainbow trout ,Oncorhynchus mykiss,"F, M",Cadmiumchloride,,23,,4.1,,17.28,,,Chapman 1975,(smolt),,,
Rainbow trout ,Oncorhynchus mykiss,"F, M",Cadmiumsulfate,,31,,1.75,,5.506,,,Davies 1976a,(130 mm),,,
Rainbow trout ,Oncorhynchus mykiss,"F, M",Cadmiumnitrate,,,,6.6,,,,,Hale 1977,(2 mo.),,,
Rainbow trout,Oncorhynchus mykiss,"F, M",Cadmiumchloride,,23,>,2.9,>,12.22,,,Chapman 1978,"(smolt, 68.19 g)",,,
Rainbow trout,Oncorhynchus mykiss,"F, M",Cadmiumchloride,,23,,1.3,,5.479,,,Chapman 1978,"(swim-up fry, 0.17 g)",,,
Rainbow trout ,Oncorhynchus mykiss,"F, M",Cadmiumchloride,,23,,1,,4.214,,,Chapman 1978,"(parr, 6.96 g)",,,
Rainbow trout ,Oncorhynchus mykiss,"F, M",Cadmiumchloride,,23,>,27,>,113.8,,,Chapman 1978,(alevin),,,
Rainbow trout ,Oncorhynchus mykiss,"F, M",Cadmiumchloride,,44.4,,3,,6.641,,,Phipps and Holcombe1985,(8.8 g),,,
Rainbow trout ,Oncorhynchus mykiss,"F, M",Cadmiumchloride,,9.2,<,0.5,<,5.167,,,Cusimano et al. 1986,(fry),,,
Rainbow trout,Oncorhynchus mykiss,"F, M",Cadmiumchloride,,52,,1.88,,3.565,,,Stubblefield 1990,"(juvenile, 18.3 g)",,,
Rainbow trout ,Oncorhynchus mykiss,"S, U",Cadmiumchloride,,41,,1.5,,3.59,,,Buhl and Hamilton 1991,(juvenile),,,
Rainbow trout ,Oncorhynchus mykiss,"F, M",,,47,,2.66,,5.569,,,Davies et al. 1993,(36 g),,,
Rainbow trout ,Oncorhynchus mykiss,"F, M",,,204,,3.15,,1.567,,,Davies et al. 1993,(36 g),,,
Rainbow trout ,Oncorhynchus mykiss,"F, M",,,427,,7.56,,1.825,,,Davies et al. 1993,(36 g),,,
Rainbow trout ,Oncorhynchus mykiss,"F, M",,,49,,3.02,,6.07,,,Davies et al. 1993,(36 g),,,
Rainbow trout ,Oncorhynchus mykiss,"F, M",,,224,,6.12,,2.779,,,Davies et al. 1993,(36 g),,,
Rainbow trout ,Oncorhynchus mykiss,"F, M",,,422,,5.7,,1.392,,,Davies et al. 1993,(36 g),,,
Rainbow trout ,Oncorhynchus mykiss,"F, M",Cadmiumsulfate,,29,,2.79,,9.371,,,Davies and Brinkman1994b,"(fry, 1.0 g)",,,
Rainbow trout ,Oncorhynchus mykiss,"F, M",Cadmiumsulfate,,258,,8.54,,3.376,,,Davies and Brinkman1994b,"(fry, 2.5 g)",(aged solution),,
Rainbow trout ,Oncorhynchus mykiss,"F, M",Cadmiumsulfate,,281,,13.4,,4.873,,,Davies and Brinkman1994b,"(fry, 2.5 g)",,,
Rainbow trout ,Oncorhynchus mykiss,"F, M",Cadmiumsulfate,,28,,2.09,,7.265,,,Davies and Brinkman1994b,"(fry, 1.0 g)",,,
Rainbow trout ,Oncorhynchus mykiss,"F, M",Cadmiumsulfate,,276,,10.5,,3.886,,,Davies and Brinkman1994b,"(fry, 2.5 g)",(aged solution),,
Rainbow trout ,Oncorhynchus mykiss,"F, M",Cadmiumsulfate,,281,,10,,3.637,,,Davies and Brinkman1994b,"(fry, 2.5 g)",,,
Rainbow trout,Oncorhynchus mykiss,"F, M",Cadmiunnitrate,,140,,22,,15.82,,,Hollis et al. 1999,"(juvenile, 4.5 g)",,,
Rainbow trout ,Oncorhynchus mykiss,"F, M",Cadmiumchloride,,30.7,,0.71,,2.255,,,Stratus Consulting 1999,(263 mg),,,
Rainbow trout ,Oncorhynchus mykiss,"F, M",Cadmiumchloride,,29.3,,0.47,,1.563,,,Stratus Consulting 1999,(659 mg),,,
Rainbow trout ,Oncorhynchus mykiss,"F, M",Cadmiumchloride,,31.7,,0.51,,1.57,,,Stratus Consulting 1999,"(1,150 mg)",,,
Rainbow trout ,Oncorhynchus mykiss,"F, M",Cadmiumchloride,,30.2,,0.38,,1.227,,,Stratus Consulting 1999,"(1,130 mg)",,,
Rainbow trout ,Oncorhynchus mykiss,"F, M",Cadmiumchloride,,30,,1.29,,4.191,,,Stratus Consulting 1999,(299 mg),,,
Rainbow trout ,Oncorhynchus mykiss,"F, M",Cadmiumchloride,,89.3,,2.85,,3.183,,,Stratus Consulting 1999,(289 mg),,,
Rainbow trout ,Oncorhynchus mykiss,"F, M",Cadmiumnitrate,,20,,2.07,,10,,,Hollis et al. 2000a,"(juvenile, 12 g)",,,
Rainbow trout,Oncorhynchus mykiss,"F, M",Cadmiumnitrate,,120,,19,,15.89,,,Niyogi et al. 2004b,"(juvenile, 8-12 g)",,,
Rainbow trout,Oncorhynchus mykiss,"F, M",,,103,,3.7,,3.594,,,Besser et al. 2007,"(swim-up fry, 0.131 g)",,,
Rainbow trout,Oncorhynchus mykiss,"F, M",,,103,,5.2,,5.051,,,Besser et al. 2007,"(juvenile, 0.496 g)",,,
Rainbow trout,Oncorhynchus mykiss,"S, M",Cadmiumchloride,,,,0.753,,,,,Birceanu et al. 2008,"(juvenile, 1-3 g)",,,
Rainbow trout,Oncorhynchus mykiss,"R, M",Cadmiumchloride,,19.7,,"0.864",,4.237,,,Mebane et al. 2007; 2008,"(swim-up fry, 0.2-0.4 g)",,(0.84 reported-dissolved),
Rainbow trout,Oncorhynchus mykiss,"R, M",Cadmiumchloride,,29.4,,"0.915",,3.032,,,Mebane et al. 2007; 2008,"(swim-up fry, 0.2-0.4 g)",,(0.89 reported-dissolved),
Rainbow trout,Oncorhynchus mykiss,"R, M",Cadmiumnitrate,,44,,2.75,,6.142,,,Niyogi et al. 2008,"(juvenile, 6-8 g)",(40-48),,
Rainbow trout,Oncorhynchus mykiss,"R, M",Cadmiumnitrate,,"44",,3.21,,7.169,,,Niyogi et al. 2008,"(juvenile, 6-8 g)",(40-48),,
Rainbow trout,Oncorhynchus mykiss,"R, M",Cadmiumnitrate,,"44",,3.08,,6.879,,,Niyogi et al. 2008,"(juvenile, 6-8 g)",(40-48),,
Rainbow trout,Oncorhynchus mykiss,"R, M",Cadmiumnitrate,,"44",,1.02,,2.278,,,Niyogi et al. 2008,"(juvenile, 6-8 g)",(40-48),,
Rainbow trout,Oncorhynchus mykiss,"R, M",Cadmiumchloride,,21,,"0.3495",,1.61,,,Mebane et al. 2012,(young of the year),,(0.34 reported dissolved),
Rainbow trout,Oncorhynchus mykiss,"F, M",Cadmiumchloride,,103,>,"52.31",>,50.81,,,Calfee et al. 2014,"(1 dph, 0.08 g, 14.3 cm)",,(>49.40 reported dissolved),
Rainbow trout,Oncorhynchus mykiss,"F, M",Cadmiumchloride,,104,,"3.061",,2.945,,,Calfee et al. 2014,"(18 dph, 0.1 g, 24.33 cm)",,(2.89 reported dissolved),
Rainbow trout,Oncorhynchus mykiss,"F, M",Cadmiumchloride,,107,,"5.115",,4.786,,,Calfee et al. 2014,"(32 dph, 0.12 g, 26.67 cm)",,(4.83 reported dissolved),
Rainbow trout,Oncorhynchus mykiss,"F, M",Cadmiumchloride,,107,,"2.933",,2.745,,,Calfee et al. 2014,"(46 dph, 0.22 g, 32.1 cm)",,(2.77 reported dissolved),
Rainbow trout,Oncorhynchus mykiss,"F, M",Cadmiumchloride,,104,,"3.929",,3.78,,,Calfee et al. 2014,"(60 dph, 0.33 g, 37.1 cm)",,(3.71 reported dissolved),
Rainbow trout,Oncorhynchus mykiss,"F, M",Cadmiumchloride,,96,,"4.808",,5.003,,,Calfee et al. 2014,"(74 dph, 0.42 g, 40.3 cm)",,(4.54 reported dissolved),
Rainbow trout,Oncorhynchus mykiss,"F, M",Cadmiumchloride,,103,,"3.135",,3.045,,,Calfee et al. 2014,"(95 dph, 0.7 g, 45.43 cm)",,(2.96 reported dissolved),
Rainbow trout ,Oncorhynchus mykiss,"F, M",Cadmiumchloride,,100,>,"12.71",>,12.71,,,Wang et al. 2014a,(1 dph),,(>12 reported dissolved),
Rainbow trout,Oncorhynchus mykiss,"F, M",Cadmiumchloride,,100,,"5.401",,5.4,4.265,3.727,Wang et al. 2014a,"(juvenile, 26 dph)",,(5.1 reported dissolved),
Chinook salmon ,Oncorhynchus tshawytscha,"F, U",,,,,1.9,,,,,Chapman 1973,(swim-up),,,
Chinook salmon ,Oncorhynchus tshawytscha,"F, M",Cadmiumchloride,,25,,1.41,,5.477,,,Chapman 1978; 1982,(juvenile),,,
Chinook salmon,Oncorhynchus tshawytscha,"F, M",Cadmiumchloride,,23,>,26,>,109.6,,,Chapman 1978,"(alevin, 0.05 g)",,,
Chinook salmon,Oncorhynchus tshawytscha,"F, M",Cadmiumchloride,,23,,1.8,,7.586,,,Chapman 1978,"(swim-up fry, 0.23 g)",,,
Chinook salmon,Oncorhynchus tshawytscha,"F, M",Cadmiumchloride,,23,,3.5,,14.75,,,Chapman 1978,"(parr, 11.58 g)",,,
Chinook salmon,Oncorhynchus tshawytscha,"F, M",Cadmiumchloride,,23,>,2.9,>,12.22,,,Chapman 1978,"(smolt, 32.46 g)",,,
Chinook salmon ,Oncorhynchus tshawytscha,"F, M",Cadmiumsulfate,,21,,1.1,,5.068,,,Finlayson and Verrue 1982,(juvenile),,,
Chinook salmon ,Oncorhynchus tshawytscha,"S, U",Cadmiumchloride,,211,,26,,12.52,,,Hamilton and Buhl 1990,(9-13 wk),,,
Chinook salmon ,Oncorhynchus tshawytscha,"S, U",Cadmiumchloride,,343,,57,,17.05,8.708,5.949,Hamilton and Buhl 1990,(18-21 wk),,,
Lake whitefish,Coregonus clupeaformis,"F, M",,,81,,530,,651.3,,651.3,McNicol 1997,"(yearling, 140 mm, 22 g)",,,
Mountain whitefish ,Prosopium williamsoni,"F, M",Cadmiumchloride,,52,>,8.29,>,15.72,,>15.72,Stubblefield 1990,(209 g),,,
Brown trout,Salmo trutta,"F, M",Cadmiumchloride,,48,,2.85,,5.845,,,Stubblefield 1990,"(fingerling, 22.4 g)",,,
Brown trout ,Salmo trutta,"F, M",Cadmiumsulfate,,37.6,,2.37,,6.173,,,Davies and Brinkman1994c,(fingerling),,,
Brown trout ,Salmo trutta,"F, M",Cadmiumsulfate,,29.2,,1.23,,4.104,,,Brinkman and Hansen2004a; 2007,(fry),,,
Brown trout ,Salmo trutta,"F, M",Cadmiumsulfate,,67.6,,3.9,,5.721,,,Brinkman and Hansen2004a; 2007,(fry),,,
Brown trout ,Salmo trutta,"F, M",Cadmiumsulfate,,151,,10.1,,6.746,3.263,5.642,Brinkman and Hansen2004a; 2007,(fry),,,
Bull trout ,Salvelinus confluentus,"F, M",Cadmiumchloride,,30.7,,0.91,,2.891,,,Stratus Consulting 1999,(76.1 mg),(pH=7.5),,
Bull trout ,Salvelinus confluentus,"F, M",Cadmiumchloride,,29.3,,0.99,,3.292,,,Stratus Consulting 1999,(200 mg),(pH=7.5),,
Bull trout ,Salvelinus confluentus,"F, M",Cadmiumchloride,,31.7,,1,,3.079,,,Stratus Consulting 1999,(221 mg),(pH=7.5),,
Bull trout ,Salvelinus confluentus,"F, M",Cadmiumchloride,,30.2,,0.9,,2.905,,,Stratus Consulting 1999,(218 mg),(pH=7.5),,
Bull trout ,Salvelinus confluentus,"F, M",Cadmiumchloride,,30,,2.89,,9.39,,,Stratus Consulting 1999,(84.2 mg),(pH=6.5),,
Bull trout ,Salvelinus confluentus,"F, M",Cadmiumchloride,,89.3,,6.06,,6.769,4.353,4.19,Stratus Consulting 1999,(72.7 mg),(pH=7.5),,
Brook trout,Salvelinus fontinalis,"F, M",,,45,>,405,>,884.8,,,Drummond and Benoit1976,"(yearling, 21 cm, 110 g)",(44-46),,
Brook trout ,Salvelinus fontinalis,"F, M",Cadmiumchloride,,47.4,,"5,080",,"10,548",<3.623,"h3,055",Holcombe et al. 1983,(100 g),,,
Goldfish ,Carassius auratus,"F, M",Cadmiumchloride,,44.4,,748,,"1,656","1,707","1,656",Phipps and Holcombe1985,(8.8 g),,,
Grass carp ,Ctenopharyngodon idellus,"S, U",Cadmiumsulfate,,,,"9,420",,,,eNA,Yorulmazlar and Gul 2003,"(18 mm, 17 g)",,,
Common carp ,Cyprinus carpio,"S, U",Cadmiumnitrate,,100,,"4,300",,"4,299",,,Suresh et al. 1993a,(fry),,,
Common carp ,Cyprinus carpio,"S, U",Cadmiumnitrate,,100,,"17,100",,"17,097",,,Suresh et al. 1993a,(fingerling),,,
Common carp ,Cyprinus carpio,"R, U",Cadmiumchloride,,,,140,,,,,Ramesha et al. 1997,(yolkabsorbed),,,
Common carp ,Cyprinus carpio,"R, U",Cadmiumchloride,,,,"2,840",,,,,Ramesha et al. 1997,(fry),,,
Common carp ,Cyprinus carpio,"R, U",Cadmiumchloride,,,,"2,910",,,,,Ramesha et al. 1997,(advanced fry),,,
Common carp ,Cyprinus carpio,"R, U",Cadmiumchloride,,,,"4,560",,,,,Ramesha et al. 1997,(fingerling),,,
Common carp,Cyprinus carpio,"S, U",Cadmiumchloride,,185,,"220,770",,"120,874",,,Ghosal and Kaviraj 2002,"(fry, 3.34 cm, 0.33 g)",,,
Common carp,Cyprinus carpio,"S, U",Cadmiumchloride,<,125,,"43,170",,"34,693",,,Datta et al. 2003,"(fry, 3.5 cm, 0.65 g)",,,
